No_Wj,Author,Title,Site,CUE,PFT,PFT,Latitude,longitude,tmp(℃),pre (mm),Substrate,Chemical formula,γs,Substrate,Substrate,Amount (ug),note,Incubation Time (day/h),Temperature(℃),Method,Other treatment,subtreatment,Soil horizon(cm),pH,C/N,CUE%,Error,Data location,Calculation method
768,,,Subriso,0.70 ,2,Evergreen Broadleaf Forest,-2.20 ,102.39 ,26.43 ,3089.00 ,,,,,,,,,20.00 ,,,,,,,,,,
769,,,Zimbabwe,0.67 ,9,Savannas,-19.00 ,29.87 ,19.10 ,668.00 ,,,,,,,,,20.00 ,,,,,,,,,,
770,,,Namibia,0.76 ,7,Open Shrublands,-22.15 ,17.18 ,17.87 ,438.00 ,,,,,,,,,20.00 ,,,,,,,,,,
771,,,Perth,0.65 ,12,Croplands,-30.68 ,115.56 ,18.22 ,572.00 ,,,,,,,,,20.00 ,,,,,,,,,,
772,,,Perth 1,0.65 ,13,Urban and Built-up,-31.96 ,115.83 ,18.45 ,804.00 ,,,,,,,,,20.00 ,,,,,,,,,,
773,,,Perth 2,0.68 ,0,Water,-33.27 ,115.47 ,,,,,,,,,,,20.00 ,,,,,,,,,,
774,,,NZ,0.73 ,2,Evergreen Broadleaf Forest,-39.06 ,174.66 ,12.77 ,2093.00 ,,,,,,,,,20.00 ,,,,,,,,,,
775,,,NZ,0.75 ,2,Evergreen Broadleaf Forest,-41.63 ,172.57 ,9.04 ,2059.00 ,,,,,,,,,20.00 ,,,,,,,,,,
776,,,NZ,0.73 ,15,Permanent Snow and Ice,-43.24 ,170.93 ,4.62 ,3147.00 ,,,,,,,,,20.00 ,,,,,,,,,,
777,,,NZ,0.78 ,10,Grasslands,-44.60 ,168.84 ,2.86 ,2811.00 ,,,,,,,,,20.00 ,,,,,,,,,,
778,,,NZ,0.70 ,5,Mixed Forests,-45.25 ,167.60 ,7.37 ,1786.00 ,,,,,,,,,20.00 ,,,,,,,,,,
779,,,Antarctica,0.69 ,15,Permanent Snow and Ice,-60.56 ,-45.70 ,,,,,,,,,,,20.00 ,,,,,,,,,,
780,,,Antarctica,0.79 ,15,Permanent Snow and Ice,-71.88 ,-68.25 ,,,,,,,,,,,20.00 ,,,,,,,,,,
